index,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
78779,Switzerland,2020-12-18,-18.0,7.0,-4.0,-25.0,-17.0,10.0
78780,Switzerland,2020-12-19,-22.0,5.0,-14.0,-29.0,-8.0,8.0
78781,Switzerland,2020-12-20,-41.0,-31.0,-10.0,-40.0,-18.0,8.0
78782,Switzerland,2020-12-21,-3.0,15.0,-14.0,-31.0,-34.0,12.0
78783,Switzerland,2020-12-22,-15.0,22.0,11.0,-31.0,-37.0,13.0
78784,Switzerland,2020-12-23,-16.0,37.0,-4.0,-32.0,-40.0,13.0
78785,Switzerland,2020-12-24,-39.0,18.0,-28.0,-48.0,-64.0,18.0
78786,Switzerland,2020-12-25,-88.0,-90.0,-25.0,-68.0,-86.0,29.0
78787,Switzerland,2020-12-26,-71.0,-74.0,11.0,-45.0,-48.0,12.0
78788,Switzerland,2020-12-27,-65.0,-50.0,-4.0,-43.0,-29.0,8.0
78789,Switzerland,2020-12-28,-29.0,11.0,-11.0,-45.0,-62.0,20.0
78790,Switzerland,2020-12-29,-30.0,10.0,26.0,-41.0,-62.0,20.0
78791,Switzerland,2020-12-30,-32.0,24.0,17.0,-40.0,-61.0,19.0
78792,Switzerland,2020-12-31,-43.0,23.0,16.0,-46.0,-68.0,19.0
78793,Switzerland,2021-01-01,-87.0,-90.0,8.0,-66.0,-86.0,30.0
78794,Switzerland,2021-01-02,-62.0,-38.0,-17.0,-46.0,-37.0,14.0
78795,Switzerland,2021-01-03,-66.0,-53.0,-11.0,-44.0,-24.0,9.0
78796,Switzerland,2021-01-04,-36.0,3.0,-16.0,-37.0,-32.0,14.0
78797,Switzerland,2021-01-05,-38.0,0.0,-7.0,-37.0,-33.0,15.0
78798,Switzerland,2021-01-06,-44.0,-11.0,-21.0,-39.0,-34.0,16.0
78799,Switzerland,2021-01-07,-42.0,-4.0,-5.0,-36.0,-31.0,15.0
78800,Switzerland,2021-01-08,-43.0,-2.0,-5.0,-36.0,-30.0,16.0
78801,Switzerland,2021-01-09,-42.0,-2.0,-12.0,-37.0,-20.0,10.0
78802,Switzerland,2021-01-10,-61.0,-65.0,14.0,-38.0,-24.0,8.0
78803,Switzerland,2021-01-11,-37.0,-2.0,-13.0,-30.0,-19.0,11.0
78804,Switzerland,2021-01-12,-43.0,-8.0,-21.0,-30.0,-22.0,12.0
78805,Switzerland,2021-01-13,-42.0,-5.0,-29.0,-31.0,-22.0,12.0
78806,Switzerland,2021-01-14,-44.0,-10.0,-36.0,-32.0,-24.0,12.0
78807,Switzerland,2021-01-15,-44.0,-4.0,-29.0,-30.0,-26.0,14.0
78808,Switzerland,2021-01-16,-40.0,-1.0,-13.0,-33.0,-20.0,9.0
78809,Switzerland,2021-01-17,-70.0,-71.0,-29.0,-49.0,-28.0,9.0
78810,Switzerland,2021-01-18,-52.0,-10.0,-14.0,-33.0,-26.0,13.0
78811,Switzerland,2021-01-19,-51.0,-8.0,5.0,-33.0,-28.0,13.0
78812,Switzerland,2021-01-20,-53.0,-10.0,-10.0,-34.0,-27.0,13.0
78813,Switzerland,2021-01-21,-54.0,-8.0,-22.0,-37.0,-28.0,14.0
78814,Switzerland,2021-01-22,-54.0,-4.0,-23.0,-37.0,-26.0,15.0
78815,Switzerland,2021-01-23,-55.0,-4.0,-20.0,-42.0,-24.0,12.0
78816,Switzerland,2021-01-24,-59.0,-37.0,35.0,-30.0,-23.0,7.0
78817,Switzerland,2021-01-25,-52.0,-13.0,-28.0,-35.0,-27.0,13.0
78818,Switzerland,2021-01-26,-49.0,-5.0,1.0,-32.0,-27.0,13.0
78819,Switzerland,2021-01-27,-55.0,-12.0,-31.0,-36.0,-27.0,14.0
78820,Switzerland,2021-01-28,-54.0,-6.0,-40.0,-38.0,-28.0,14.0
78821,Switzerland,2021-01-29,-52.0,0.0,-31.0,-38.0,-26.0,15.0
119193,Germany,2020-02-15,6.0,1.0,45.0,10.0,0.0,-1.0
119194,Germany,2020-02-16,7.0,10.0,9.0,6.0,-1.0,0.0
119195,Germany,2020-02-17,2.0,2.0,7.0,1.0,-2.0,0.0
119196,Germany,2020-02-18,2.0,2.0,10.0,1.0,-1.0,1.0
119197,Germany,2020-02-19,3.0,0.0,6.0,-1.0,-1.0,1.0
119198,Germany,2020-02-20,2.0,-1.0,14.0,3.0,-4.0,1.0
119199,Germany,2020-02-21,2.0,2.0,15.0,-1.0,-8.0,2.0
119200,Germany,2020-02-22,-1.0,-2.0,26.0,9.0,-3.0,0.0
119201,Germany,2020-02-23,0.0,9.0,-24.0,2.0,-3.0,0.0
119202,Germany,2020-02-24,2.0,-5.0,17.0,-5.0,-20.0,4.0
119203,Germany,2020-02-25,-1.0,-1.0,15.0,-5.0,-13.0,4.0
119204,Germany,2020-02-26,-3.0,0.0,0.0,-7.0,-5.0,2.0
119205,Germany,2020-02-27,-5.0,3.0,-3.0,-5.0,-4.0,2.0
119206,Germany,2020-02-28,3.0,11.0,9.0,-2.0,-5.0,2.0
119207,Germany,2020-02-29,-1.0,5.0,9.0,1.0,-1.0,1.0
119208,Germany,2020-03-01,8.0,18.0,21.0,4.0,1.0,0.0
119209,Germany,2020-03-02,2.0,8.0,9.0,-1.0,0.0,0.0
119210,Germany,2020-03-03,0.0,5.0,8.0,-3.0,0.0,1.0
119211,Germany,2020-03-04,2.0,2.0,14.0,-4.0,0.0,1.0
119212,Germany,2020-03-05,-4.0,0.0,0.0,-5.0,0.0,1.0
119213,Germany,2020-03-06,-3.0,1.0,-11.0,-7.0,-1.0,2.0
119214,Germany,2020-03-07,1.0,0.0,19.0,-2.0,0.0,1.0
119215,Germany,2020-03-08,12.0,19.0,31.0,2.0,1.0,0.0
119216,Germany,2020-03-09,-1.0,2.0,7.0,-5.0,-1.0,1.0
119217,Germany,2020-03-10,-7.0,-2.0,-13.0,-8.0,-1.0,3.0
119218,Germany,2020-03-11,-1.0,2.0,17.0,-7.0,-1.0,2.0
119219,Germany,2020-03-12,-7.0,6.0,4.0,-9.0,-2.0,2.0
119220,Germany,2020-03-13,-9.0,19.0,-3.0,-15.0,-4.0,4.0
119221,Germany,2020-03-14,-17.0,9.0,33.0,-19.0,-3.0,4.0
119222,Germany,2020-03-15,-12.0,13.0,75.0,-16.0,-5.0,2.0
119223,Germany,2020-03-16,-7.0,22.0,40.0,-25.0,-18.0,6.0
119224,Germany,2020-03-17,-21.0,11.0,31.0,-35.0,-25.0,10.0
119225,Germany,2020-03-18,-34.0,5.0,44.0,-39.0,-30.0,11.0
119226,Germany,2020-03-19,-45.0,-3.0,15.0,-46.0,-33.0,14.0
119227,Germany,2020-03-20,-50.0,-2.0,-14.0,-52.0,-36.0,16.0
119228,Germany,2020-03-21,-69.0,-24.0,-31.0,-59.0,-31.0,13.0
119229,Germany,2020-03-22,-71.0,-35.0,1.0,-58.0,-34.0,10.0
119230,Germany,2020-03-23,-57.0,-16.0,-5.0,-56.0,-41.0,16.0
119231,Germany,2020-03-24,-59.0,-18.0,9.0,-56.0,-43.0,18.0
119232,Germany,2020-03-25,-58.0,-18.0,11.0,-56.0,-43.0,18.0
119233,Germany,2020-03-26,-59.0,-16.0,3.0,-57.0,-44.0,18.0
119234,Germany,2020-03-27,-59.0,-14.0,21.0,-56.0,-44.0,19.0
119235,Germany,2020-03-28,-66.0,-21.0,33.0,-53.0,-33.0,12.0
119236,Germany,2020-03-29,-77.0,-51.0,-49.0,-68.0,-39.0,11.0
119237,Germany,2020-03-30,-54.0,-16.0,-13.0,-56.0,-43.0,17.0
119238,Germany,2020-03-31,-53.0,-12.0,7.0,-53.0,-43.0,17.0
119239,Germany,2020-04-01,-52.0,-13.0,20.0,-53.0,-43.0,17.0
119240,Germany,2020-04-02,-54.0,-11.0,6.0,-54.0,-43.0,17.0
119241,Germany,2020-04-03,-57.0,-11.0,-13.0,-57.0,-44.0,19.0
119242,Germany,2020-04-04,-63.0,-16.0,21.0,-52.0,-31.0,12.0
119243,Germany,2020-04-05,-58.0,-13.0,61.0,-47.0,-30.0,8.0
119244,Germany,2020-04-06,-43.0,-6.0,49.0,-49.0,-44.0,15.0
119245,Germany,2020-04-07,-44.0,-2.0,50.0,-50.0,-45.0,16.0
119246,Germany,2020-04-08,-42.0,10.0,57.0,-49.0,-45.0,15.0
119247,Germany,2020-04-09,-40.0,14.0,37.0,-49.0,-47.0,15.0
119248,Germany,2020-04-10,-80.0,-92.0,72.0,-69.0,-86.0,29.0
119249,Germany,2020-04-11,-56.0,0.0,35.0,-48.0,-29.0,10.0
119250,Germany,2020-04-12,-63.0,-23.0,59.0,-47.0,-26.0,6.0
119251,Germany,2020-04-13,-81.0,-93.0,29.0,-73.0,-88.0,28.0
119252,Germany,2020-04-14,-45.0,1.0,8.0,-52.0,-45.0,17.0
119253,Germany,2020-04-15,-45.0,-9.0,46.0,-49.0,-44.0,16.0
119254,Germany,2020-04-16,-53.0,-3.0,57.0,-48.0,-43.0,16.0
119255,Germany,2020-04-17,-55.0,-4.0,49.0,-49.0,-43.0,16.0
119256,Germany,2020-04-18,-65.0,-14.0,35.0,-46.0,-22.0,10.0
119257,Germany,2020-04-19,-59.0,-7.0,56.0,-44.0,-22.0,7.0
119258,Germany,2020-04-20,-44.0,-9.0,35.0,-44.0,-36.0,13.0
119259,Germany,2020-04-21,-47.0,-8.0,45.0,-44.0,-35.0,14.0
119260,Germany,2020-04-22,-46.0,-8.0,60.0,-43.0,-35.0,13.0
119261,Germany,2020-04-23,-47.0,-6.0,58.0,-42.0,-35.0,13.0
119262,Germany,2020-04-24,-50.0,-7.0,38.0,-46.0,-36.0,14.0
119263,Germany,2020-04-25,-57.0,-10.0,40.0,-41.0,-19.0,9.0
119264,Germany,2020-04-26,-52.0,3.0,78.0,-39.0,-18.0,6.0
119265,Germany,2020-04-27,-43.0,-13.0,57.0,-41.0,-33.0,12.0
119266,Germany,2020-04-28,-48.0,-10.0,19.0,-43.0,-33.0,13.0
119267,Germany,2020-04-29,-46.0,1.0,12.0,-43.0,-33.0,13.0
119268,Germany,2020-04-30,-34.0,19.0,-8.0,-39.0,-34.0,12.0
119269,Germany,2020-05-01,-82.0,-92.0,17.0,-67.0,-84.0,28.0
119270,Germany,2020-05-02,-46.0,3.0,-18.0,-42.0,-20.0,9.0
119271,Germany,2020-05-03,-57.0,4.0,43.0,-37.0,-18.0,6.0
119272,Germany,2020-05-04,-32.0,-5.0,-1.0,-38.0,-30.0,11.0
119273,Germany,2020-05-05,-36.0,-6.0,21.0,-37.0,-29.0,12.0
119274,Germany,2020-05-06,-33.0,-5.0,49.0,-35.0,-28.0,11.0
119275,Germany,2020-05-07,-33.0,-3.0,47.0,-35.0,-28.0,11.0
119276,Germany,2020-05-08,-36.0,-5.0,60.0,-37.0,-31.0,11.0
119277,Germany,2020-05-09,-40.0,-1.0,61.0,-28.0,-8.0,5.0
119278,Germany,2020-05-10,-50.0,9.0,29.0,-33.0,-3.0,4.0
119279,Germany,2020-05-11,-34.0,-12.0,-23.0,-41.0,-28.0,11.0
119280,Germany,2020-05-12,-31.0,-4.0,14.0,-35.0,-26.0,11.0
119281,Germany,2020-05-13,-31.0,-7.0,13.0,-36.0,-26.0,11.0
119282,Germany,2020-05-14,-29.0,-4.0,20.0,-35.0,-26.0,10.0
119283,Germany,2020-05-15,-29.0,-3.0,29.0,-35.0,-26.0,10.0
119284,Germany,2020-05-16,-35.0,-6.0,53.0,-28.0,-5.0,5.0
119285,Germany,2020-05-17,-36.0,16.0,92.0,-25.0,-1.0,3.0
119286,Germany,2020-05-18,-15.0,-3.0,55.0,-30.0,-26.0,8.0
119287,Germany,2020-05-19,-17.0,2.0,63.0,-30.0,-25.0,9.0
119288,Germany,2020-05-20,-6.0,34.0,84.0,-25.0,-26.0,6.0
119289,Germany,2020-05-21,-55.0,-87.0,225.0,-46.0,-81.0,18.0
119290,Germany,2020-05-22,-19.0,1.0,68.0,-40.0,-51.0,14.0
119291,Germany,2020-05-23,-35.0,-9.0,27.0,-35.0,-8.0,7.0
119292,Germany,2020-05-24,-42.0,3.0,37.0,-31.0,-4.0,3.0
119293,Germany,2020-05-25,-16.0,-2.0,33.0,-31.0,-27.0,8.0
119294,Germany,2020-05-26,-18.0,-4.0,73.0,-28.0,-23.0,8.0
119295,Germany,2020-05-27,-15.0,-3.0,86.0,-27.0,-23.0,7.0
119296,Germany,2020-05-28,-16.0,2.0,65.0,-27.0,-24.0,8.0
119297,Germany,2020-05-29,-15.0,6.0,84.0,-25.0,-25.0,7.0
119298,Germany,2020-05-30,-23.0,4.0,99.0,-17.0,5.0,2.0
119299,Germany,2020-05-31,-19.0,32.0,143.0,-13.0,8.0,0.0
119300,Germany,2020-06-01,-45.0,-86.0,264.0,-42.0,-80.0,16.0
119301,Germany,2020-06-02,-6.0,15.0,109.0,-22.0,-26.0,6.0
119302,Germany,2020-06-03,-11.0,1.0,91.0,-24.0,-25.0,7.0
119303,Germany,2020-06-04,-20.0,-2.0,12.0,-31.0,-26.0,9.0
119304,Germany,2020-06-05,-20.0,-2.0,21.0,-32.0,-26.0,9.0
119305,Germany,2020-06-06,-25.0,-5.0,44.0,-24.0,1.0,4.0
119306,Germany,2020-06-07,-31.0,11.0,51.0,-27.0,3.0,3.0
119307,Germany,2020-06-08,-8.0,-4.0,67.0,-26.0,-25.0,7.0
119308,Germany,2020-06-09,-12.0,-2.0,59.0,-27.0,-25.0,8.0
119309,Germany,2020-06-10,-5.0,16.0,70.0,-24.0,-25.0,6.0
119310,Germany,2020-06-11,-36.0,-54.0,112.0,-40.0,-59.0,16.0
119311,Germany,2020-06-12,-8.0,3.0,147.0,-25.0,-37.0,7.0
119312,Germany,2020-06-13,-26.0,-9.0,97.0,-21.0,4.0,2.0
119313,Germany,2020-06-14,-33.0,8.0,34.0,-26.0,5.0,2.0
119314,Germany,2020-06-15,-10.0,-2.0,63.0,-24.0,-23.0,6.0
119315,Germany,2020-06-16,-11.0,0.0,75.0,-22.0,-21.0,6.0
119316,Germany,2020-06-17,-10.0,-3.0,80.0,-22.0,-21.0,6.0
119317,Germany,2020-06-18,-12.0,-2.0,67.0,-23.0,-22.0,6.0
119318,Germany,2020-06-19,-13.0,-1.0,63.0,-23.0,-23.0,6.0
119319,Germany,2020-06-20,-20.0,-5.0,85.0,-18.0,7.0,2.0
119320,Germany,2020-06-21,-8.0,33.0,123.0,-11.0,15.0,-1.0
119321,Germany,2020-06-22,-6.0,-2.0,96.0,-21.0,-23.0,5.0
119322,Germany,2020-06-23,-6.0,-1.0,129.0,-19.0,-22.0,5.0
119323,Germany,2020-06-24,-6.0,-1.0,130.0,-19.0,-20.0,5.0
119324,Germany,2020-06-25,-11.0,-1.0,106.0,-21.0,-22.0,5.0
119325,Germany,2020-06-26,-14.0,-2.0,114.0,-21.0,-23.0,5.0
119326,Germany,2020-06-27,-23.0,-6.0,110.0,-16.0,3.0,1.0
119327,Germany,2020-06-28,-18.0,23.0,72.0,-18.0,10.0,0.0
119328,Germany,2020-06-29,-3.0,1.0,74.0,-22.0,-23.0,5.0
119329,Germany,2020-06-30,0.0,3.0,92.0,-20.0,-22.0,6.0
119330,Germany,2020-07-01,-2.0,-1.0,85.0,-21.0,-22.0,5.0
119331,Germany,2020-07-02,-6.0,0.0,69.0,-21.0,-23.0,6.0
119332,Germany,2020-07-03,-5.0,1.0,99.0,-20.0,-23.0,5.0
119333,Germany,2020-07-04,-16.0,-5.0,109.0,-12.0,3.0,0.0
119334,Germany,2020-07-05,-9.0,27.0,95.0,-12.0,7.0,0.0
119335,Germany,2020-07-06,-2.0,-1.0,73.0,-22.0,-26.0,5.0
119336,Germany,2020-07-07,-2.0,-1.0,106.0,-20.0,-25.0,6.0
119337,Germany,2020-07-08,-4.0,-3.0,80.0,-23.0,-25.0,6.0
119338,Germany,2020-07-09,-8.0,-3.0,74.0,-23.0,-26.0,6.0
119339,Germany,2020-07-10,-11.0,-2.0,74.0,-23.0,-26.0,6.0
119340,Germany,2020-07-11,-15.0,-6.0,112.0,-11.0,3.0,0.0
119341,Germany,2020-07-12,3.0,42.0,142.0,-4.0,10.0,-2.0
119342,Germany,2020-07-13,0.0,-2.0,132.0,-20.0,-26.0,4.0
119343,Germany,2020-07-14,-3.0,-2.0,116.0,-21.0,-26.0,6.0
119344,Germany,2020-07-15,-2.0,-1.0,78.0,-23.0,-26.0,6.0
119345,Germany,2020-07-16,-7.0,-2.0,63.0,-24.0,-27.0,6.0
119346,Germany,2020-07-17,-6.0,-2.0,108.0,-21.0,-28.0,5.0
119347,Germany,2020-07-18,-16.0,-7.0,150.0,-6.0,2.0,-1.0
119348,Germany,2020-07-19,3.0,40.0,152.0,-3.0,9.0,-3.0
119349,Germany,2020-07-20,0.0,-1.0,130.0,-22.0,-31.0,5.0
119350,Germany,2020-07-21,0.0,-2.0,153.0,-21.0,-30.0,5.0
119351,Germany,2020-07-22,2.0,-3.0,156.0,-21.0,-28.0,5.0
119352,Germany,2020-07-23,-3.0,-3.0,143.0,-21.0,-29.0,5.0
119353,Germany,2020-07-24,-8.0,-3.0,123.0,-22.0,-30.0,5.0
119354,Germany,2020-07-25,-17.0,-8.0,148.0,-8.0,-1.0,-1.0
119355,Germany,2020-07-26,-7.0,30.0,92.0,-10.0,2.0,0.0
119356,Germany,2020-07-27,1.0,-1.0,138.0,-22.0,-33.0,5.0
119357,Germany,2020-07-28,-1.0,-2.0,150.0,-22.0,-32.0,6.0
119358,Germany,2020-07-29,5.0,-1.0,159.0,-20.0,-32.0,5.0
119359,Germany,2020-07-30,1.0,0.0,154.0,-21.0,-33.0,5.0
119360,Germany,2020-07-31,-6.0,-1.0,161.0,-20.0,-34.0,4.0
119361,Germany,2020-08-01,-19.0,-8.0,156.0,-6.0,-4.0,-2.0
119362,Germany,2020-08-02,-5.0,35.0,89.0,-7.0,1.0,-1.0
119363,Germany,2020-08-03,6.0,2.0,114.0,-21.0,-35.0,5.0
119364,Germany,2020-08-04,5.0,0.0,143.0,-20.0,-34.0,6.0
119365,Germany,2020-08-05,6.0,-2.0,180.0,-19.0,-33.0,4.0
119366,Germany,2020-08-06,-2.0,-2.0,163.0,-21.0,-33.0,5.0
119367,Germany,2020-08-07,-10.0,-4.0,156.0,-22.0,-34.0,4.0
119368,Germany,2020-08-08,-23.0,-10.0,163.0,-10.0,-5.0,-1.0
119369,Germany,2020-08-09,-9.0,28.0,127.0,-7.0,3.0,-2.0
119370,Germany,2020-08-10,-1.0,0.0,137.0,-22.0,-34.0,5.0
119371,Germany,2020-08-11,-3.0,-2.0,148.0,-22.0,-33.0,6.0
119372,Germany,2020-08-12,-1.0,-2.0,154.0,-20.0,-32.0,5.0
119373,Germany,2020-08-13,-5.0,-2.0,115.0,-21.0,-32.0,5.0
119374,Germany,2020-08-14,-6.0,0.0,107.0,-20.0,-32.0,5.0
119375,Germany,2020-08-15,-20.0,-17.0,132.0,-10.0,-8.0,0.0
119376,Germany,2020-08-16,1.0,34.0,139.0,-4.0,4.0,-2.0
119377,Germany,2020-08-17,-1.0,0.0,100.0,-19.0,-32.0,4.0
119378,Germany,2020-08-18,-1.0,-2.0,112.0,-19.0,-28.0,5.0
119379,Germany,2020-08-19,2.0,-3.0,147.0,-17.0,-28.0,4.0
119380,Germany,2020-08-20,-6.0,-6.0,128.0,-20.0,-29.0,4.0
119381,Germany,2020-08-21,-12.0,-7.0,127.0,-20.0,-30.0,4.0
119382,Germany,2020-08-22,-17.0,-8.0,107.0,-13.0,-5.0,0.0
119383,Germany,2020-08-23,-2.0,32.0,105.0,-6.0,3.0,-1.0
119384,Germany,2020-08-24,-3.0,-3.0,92.0,-20.0,-28.0,4.0
119385,Germany,2020-08-25,-3.0,-3.0,113.0,-19.0,-26.0,5.0
119386,Germany,2020-08-26,-7.0,-6.0,70.0,-22.0,-26.0,6.0
119387,Germany,2020-08-27,-3.0,-3.0,104.0,-17.0,-24.0,4.0
119388,Germany,2020-08-28,-6.0,-2.0,84.0,-18.0,-26.0,4.0
119389,Germany,2020-08-29,-12.0,-7.0,105.0,-8.0,-4.0,0.0
119390,Germany,2020-08-30,-9.0,23.0,65.0,-12.0,-1.0,0.0
119391,Germany,2020-08-31,2.0,2.0,74.0,-15.0,-24.0,3.0
119392,Germany,2020-09-01,0.0,0.0,90.0,-14.0,-23.0,4.0
119393,Germany,2020-09-02,3.0,-2.0,106.0,-14.0,-22.0,3.0
119394,Germany,2020-09-03,-5.0,-3.0,81.0,-17.0,-23.0,3.0
119395,Germany,2020-09-04,-4.0,-3.0,104.0,-14.0,-23.0,3.0
119396,Germany,2020-09-05,-10.0,-7.0,103.0,-9.0,-7.0,0.0
119397,Germany,2020-09-06,5.0,40.0,110.0,-4.0,0.0,-2.0
119398,Germany,2020-09-07,2.0,-1.0,100.0,-14.0,-23.0,3.0
119399,Germany,2020-09-08,0.0,-2.0,112.0,-12.0,-21.0,3.0
119400,Germany,2020-09-09,1.0,-4.0,112.0,-13.0,-20.0,3.0
119401,Germany,2020-09-10,-2.0,-2.0,102.0,-13.0,-20.0,2.0
119402,Germany,2020-09-11,-2.0,-2.0,121.0,-11.0,-21.0,2.0
119403,Germany,2020-09-12,-8.0,-6.0,149.0,-3.0,-3.0,-2.0
119404,Germany,2020-09-13,15.0,49.0,152.0,4.0,3.0,-4.0
119405,Germany,2020-09-14,0.0,-2.0,125.0,-12.0,-17.0,1.0
119406,Germany,2020-09-15,-1.0,-2.0,142.0,-10.0,-16.0,2.0
119407,Germany,2020-09-16,0.0,-3.0,131.0,-11.0,-16.0,2.0
119408,Germany,2020-09-17,-4.0,-2.0,103.0,-12.0,-17.0,2.0
119409,Germany,2020-09-18,-4.0,-2.0,113.0,-11.0,-18.0,2.0
119410,Germany,2020-09-19,-9.0,-7.0,141.0,-4.0,-4.0,-1.0
119411,Germany,2020-09-20,14.0,45.0,149.0,2.0,2.0,-3.0
119412,Germany,2020-09-21,-2.0,-2.0,111.0,-12.0,-18.0,2.0
119413,Germany,2020-09-22,-4.0,-2.0,122.0,-11.0,-16.0,3.0
119414,Germany,2020-09-23,-5.0,-2.0,98.0,-12.0,-15.0,3.0
119415,Germany,2020-09-24,-10.0,-2.0,70.0,-14.0,-15.0,3.0
119416,Germany,2020-09-25,-12.0,-1.0,42.0,-16.0,-17.0,4.0
119417,Germany,2020-09-26,-19.0,-7.0,15.0,-21.0,-8.0,3.0
119418,Germany,2020-09-27,-14.0,18.0,44.0,-15.0,-3.0,1.0
119419,Germany,2020-09-28,-7.0,1.0,48.0,-15.0,-15.0,3.0
119420,Germany,2020-09-29,-8.0,1.0,50.0,-24.0,-15.0,5.0
119421,Germany,2020-09-30,0.0,6.0,77.0,-10.0,-13.0,3.0
119422,Germany,2020-10-01,-6.0,7.0,52.0,-12.0,-12.0,3.0
119423,Germany,2020-10-02,0.0,29.0,60.0,-10.0,-14.0,2.0
119424,Germany,2020-10-03,-51.0,-87.0,78.0,-22.0,-36.0,6.0
119425,Germany,2020-10-04,0.0,50.0,80.0,-5.0,-1.0,0.0
119426,Germany,2020-10-05,-3.0,10.0,40.0,-13.0,-17.0,3.0
119427,Germany,2020-10-06,-7.0,4.0,42.0,-14.0,-17.0,5.0
119428,Germany,2020-10-07,-6.0,1.0,43.0,-16.0,-16.0,4.0
119429,Germany,2020-10-08,-11.0,0.0,32.0,-21.0,-17.0,4.0
119430,Germany,2020-10-09,-10.0,1.0,45.0,-19.0,-17.0,4.0
119431,Germany,2020-10-10,-13.0,-6.0,48.0,-15.0,-4.0,2.0
119432,Germany,2020-10-11,-14.0,26.0,55.0,-16.0,-3.0,1.0
119433,Germany,2020-10-12,-6.0,-1.0,49.0,-21.0,-24.0,5.0
119434,Germany,2020-10-13,-6.0,-1.0,71.0,-20.0,-23.0,6.0
119435,Germany,2020-10-14,-8.0,-3.0,35.0,-23.0,-23.0,6.0
119436,Germany,2020-10-15,-11.0,2.0,28.0,-25.0,-24.0,7.0
119437,Germany,2020-10-16,-12.0,1.0,31.0,-23.0,-25.0,7.0
119438,Germany,2020-10-17,-18.0,-5.0,46.0,-18.0,-7.0,3.0
119439,Germany,2020-10-18,-19.0,19.0,49.0,-20.0,-6.0,2.0
119440,Germany,2020-10-19,-7.0,1.0,52.0,-24.0,-24.0,6.0
119441,Germany,2020-10-20,-11.0,-1.0,49.0,-26.0,-24.0,7.0
119442,Germany,2020-10-21,-8.0,-2.0,56.0,-23.0,-22.0,6.0
119443,Germany,2020-10-22,-11.0,-1.0,67.0,-22.0,-22.0,6.0
119444,Germany,2020-10-23,-16.0,0.0,25.0,-26.0,-24.0,8.0
119445,Germany,2020-10-24,-21.0,-5.0,51.0,-21.0,-5.0,4.0
119446,Germany,2020-10-25,-18.0,20.0,64.0,-20.0,-4.0,2.0
119447,Germany,2020-10-26,-15.0,-1.0,12.0,-23.0,-17.0,6.0
119448,Germany,2020-10-27,-14.0,0.0,35.0,-20.0,-16.0,7.0
119449,Germany,2020-10-28,-11.0,0.0,33.0,-21.0,-15.0,6.0
119450,Germany,2020-10-29,-13.0,4.0,7.0,-24.0,-16.0,7.0
119451,Germany,2020-10-30,-10.0,12.0,3.0,-24.0,-17.0,7.0
119452,Germany,2020-10-31,-30.0,-30.0,52.0,-24.0,-12.0,5.0
119453,Germany,2020-11-01,-27.0,-1.0,4.0,-28.0,-6.0,4.0
119454,Germany,2020-11-02,-24.0,-1.0,23.0,-24.0,-18.0,7.0
119455,Germany,2020-11-03,-27.0,-1.0,19.0,-26.0,-18.0,9.0
119456,Germany,2020-11-04,-27.0,-2.0,22.0,-27.0,-18.0,9.0
119457,Germany,2020-11-05,-29.0,0.0,15.0,-28.0,-18.0,9.0
119458,Germany,2020-11-06,-30.0,1.0,13.0,-31.0,-19.0,10.0
119459,Germany,2020-11-07,-34.0,-5.0,45.0,-33.0,-13.0,7.0
119460,Germany,2020-11-08,-48.0,-3.0,61.0,-33.0,-17.0,5.0
119461,Germany,2020-11-09,-24.0,-2.0,11.0,-27.0,-16.0,8.0
119462,Germany,2020-11-10,-27.0,-1.0,11.0,-26.0,-16.0,9.0
119463,Germany,2020-11-11,-26.0,-2.0,9.0,-27.0,-16.0,9.0
119464,Germany,2020-11-12,-30.0,-1.0,3.0,-28.0,-16.0,9.0
119465,Germany,2020-11-13,-28.0,3.0,11.0,-28.0,-17.0,10.0
119466,Germany,2020-11-14,-32.0,-3.0,38.0,-32.0,-13.0,7.0
119467,Germany,2020-11-15,-48.0,-3.0,62.0,-32.0,-17.0,5.0
119468,Germany,2020-11-16,-25.0,-3.0,-3.0,-28.0,-16.0,8.0
119469,Germany,2020-11-17,-28.0,-1.0,3.0,-27.0,-16.0,9.0
119470,Germany,2020-11-18,-27.0,-7.0,41.0,-28.0,-20.0,9.0
119471,Germany,2020-11-19,-32.0,-2.0,-13.0,-30.0,-17.0,9.0
119472,Germany,2020-11-20,-30.0,1.0,-3.0,-31.0,-17.0,10.0
119473,Germany,2020-11-21,-35.0,-4.0,0.0,-39.0,-14.0,8.0
119474,Germany,2020-11-22,-57.0,-16.0,5.0,-41.0,-20.0,7.0
119475,Germany,2020-11-23,-24.0,-4.0,1.0,-29.0,-16.0,8.0
119476,Germany,2020-11-24,-26.0,-2.0,5.0,-28.0,-16.0,9.0
119477,Germany,2020-11-25,-25.0,-2.0,8.0,-28.0,-15.0,9.0
119478,Germany,2020-11-26,-27.0,0.0,-5.0,-29.0,-16.0,9.0
119479,Germany,2020-11-27,-20.0,7.0,1.0,-29.0,-17.0,9.0
119480,Germany,2020-11-28,-30.0,0.0,0.0,-37.0,-12.0,7.0
119481,Germany,2020-11-29,-57.0,-14.0,4.0,-42.0,-19.0,6.0
119482,Germany,2020-11-30,-17.0,4.0,-6.0,-27.0,-16.0,7.0
